county_fips,cbsa_code,cbsa_title,metro_micro,central_outlying
27037,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Central
27053,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Central
27059,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Outlying
27079,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Outlying
27095,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Outlying
27123,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Central
27139,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Central
27141,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Central
27163,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Central
27171,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Central
55093,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Outlying
55109,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Outlying
38049,33500,"Minot, ND",Metropolitan Statistical Area,Outlying
38075,33500,"Minot, ND",Metropolitan Statistical Area,Outlying
38101,33500,"Minot, ND",Metropolitan Statistical Area,Central
30061,33540,"Missoula, MT",Metropolitan Statistical Area,Outlying
30063,33540,"Missoula, MT",Metropolitan Statistical Area,Central
46035,33580,"Mitchell, SD",Micropolitan Statistical Area,Central
46061,33580,"Mitchell, SD",Micropolitan Statistical Area,Outlying
46111,33580,"Mitchell, SD",Micropolitan Statistical Area,Outlying
29175,33620,"Moberly, MO",Micropolitan Statistical Area,Central
01097,33660,"Mobile, AL",Metropolitan Statistical Area,Central
06099,33700,"Modesto, CA",Metropolitan Statistical Area,Central
22067,33740,"Monroe, LA",Metropolitan Statistical Area,Outlying
22073,33740,"Monroe, LA",Metropolitan Statistical Area,Central
22083,33740,"Monroe, LA",Metropolitan Statistical Area,Outlying
22111,33740,"Monroe, LA",Metropolitan Statistical Area,Outlying
26115,33780,"Monroe, MI",Metropolitan Statistical Area,Central
01001,33860,"Montgomery, AL",Metropolitan Statistical Area,Central
01051,33860,"Montgomery, AL",Metropolitan Statistical Area,Central
01085,33860,"Montgomery, AL",Metropolitan Statistical Area,Outlying
01101,33860,"Montgomery, AL",Metropolitan Statistical Area,Central
18181,33900,"Monticello, IN",Micropolitan Statistical Area,Central
36105,33910,"Monticello, NY",Micropolitan Statistical Area,Central
08085,33940,"Montrose, CO",Micropolitan Statistical Area,Central
37031,33980,"Morehead City, NC",Micropolitan Statistical Area,Central
22101,34020,"Morgan City, LA",Micropolitan Statistical Area,Central
54061,34060,"Morgantown, WV",Metropolitan Statistical Area,Central
54077,34060,"Morgantown, WV",Metropolitan Statistical Area,Outlying
47063,34100,"Morristown, TN",Metropolitan Statistical Area,Central
47089,34100,"Morristown, TN",Metropolitan Statistical Area,Central
16057,34140,"Moscow, ID",Micropolitan Statistical Area,Central
53025,34180,"Moses Lake, WA",Micropolitan Statistical Area,Central
13071,34220,"Moultrie, GA",Micropolitan Statistical Area,Central
05005,34260,"Mountain Home, AR",Micropolitan Statistical Area,Central
16039,34300,"Mountain Home, ID",Micropolitan Statistical Area,Central
37171,34340,"Mount Airy, NC",Micropolitan Statistical Area,Central
26073,34380,"Mount Pleasant, MI",Micropolitan Statistical Area,Central
48063,34420,"Mount Pleasant, TX",Micropolitan Statistical Area,Outlying
48343,34420,"Mount Pleasant, TX",Micropolitan Statistical Area,Outlying
48449,34420,"Mount Pleasant, TX",Micropolitan Statistical Area,Central
21011,34460,"Mount Sterling, KY",Micropolitan Statistical Area,Outlying
21165,34460,"Mount Sterling, KY",Micropolitan Statistical Area,Outlying
21173,34460,"Mount Sterling, KY",Micropolitan Statistical Area,Central
17081,34500,"Mount Vernon, IL",Micropolitan Statistical Area,Central
39083,34540,"Mount Vernon, OH",Micropolitan Statistical Area,Central
53057,34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,Central
18035,34620,"Muncie, IN",Metropolitan Statistical Area,Central
21035,34660,"Murray, KY",Micropolitan Statistical Area,Central
45043,34680,"Murrells Inlet, SC",Micropolitan Statistical Area,Central
19139,34700,"Muscatine, IA",Micropolitan Statistical Area,Central
26121,34740,"Muskegon-Norton Shores, MI",Metropolitan Statistical Area,Central
40101,34780,"Muskogee, OK",Micropolitan Statistical Area,Central
45051,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",Metropolitan Statistical Area,Central
48347,34860,"Nacogdoches, TX",Micropolitan Statistical Area,Central
25019,34880,"Nantucket, MA",Micropolitan Statistical Area,Central
06055,34900,"Napa, CA",Metropolitan Statistical Area,Central
12021,34940,"Naples-Marco Island, FL",Metropolitan Statistical Area,Central
47015,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Outlying
47021,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Outlying
47037,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Central
47043,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Outlying
47081,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Outlying
47111,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Outlying
47119,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Outlying
47147,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Outlying
47149,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Outlying
47159,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Outlying
47165,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Central
47169,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Outlying
47187,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Central
47189,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Central
22029,35020,"Natchez, MS-LA",Micropolitan Statistical Area,Central
28001,35020,"Natchez, MS-LA",Micropolitan Statistical Area,Central
28063,35020,"Natchez, MS-LA",Micropolitan Statistical Area,Outlying
22069,35060,"Natchitoches, LA",Micropolitan Statistical Area,Central
37049,35100,"New Bern, NC",Micropolitan Statistical Area,Central
37103,35100,"New Bern, NC",Micropolitan Statistical Area,Outlying
37137,35100,"New Bern, NC",Micropolitan Statistical Area,Outlying
45071,35140,"Newberry, SC",Micropolitan Statistical Area,Central
18065,35220,"New Castle, IN",Micropolitan Statistical Area,Central
09170,35300,"New Haven, CT",Metropolitan Statistical Area,Central
22045,35340,"New Iberia, LA",Micropolitan Statistical Area,Central
22051,35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central
22071,35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central
22075,35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central
22087,35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central
22089,35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central
22093,35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central
22095,35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central
39157,35420,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,Central
41041,35440,"Newport, OR",Micropolitan Statistical Area,Central
47029,35460,"Newport, TN",Micropolitan Statistical Area,Central
27015,35580,"New Ulm, MN",Micropolitan Statistical Area,Central
34023,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
34025,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
34029,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
34035,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
36059,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
36103,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
34013,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
34019,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Outlying
34027,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
34037,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Outlying
34039,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
34003,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
34017,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
34031,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
36005,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
36047,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
36061,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
36079,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
36081,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
36085,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
36087,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
36119,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Central
26021,35660,"Niles, MI",Metropolitan Statistical Area,Central
04023,35700,"Nogales, AZ",Micropolitan Statistical Area,Central
31119,35740,"Norfolk, NE",Micropolitan Statistical Area,Central
31139,35740,"Norfolk, NE",Micropolitan Statistical Area,Outlying
31167,35740,"Norfolk, NE",Micropolitan Statistical Area,Outlying
31111,35820,"North Platte, NE",Micropolitan Statistical Area,Central
31113,35820,"North Platte, NE",Micropolitan Statistical Area,Outlying
12081,35840,"North Port-Bradenton-Sarasota, FL",Metropolitan Statistical Area,Central
12115,35840,"North Port-Bradenton-Sarasota, FL",Metropolitan Statistical Area,Central
37193,35900,"North Wilkesboro, NC",Micropolitan Statistical Area,Central
39077,35940,"Norwalk, OH",Micropolitan Statistical Area,Central
09180,35980,"Norwich-New London-Willimantic, CT",Metropolitan Statistical Area,Central
53029,36020,"Oak Harbor, WA",Micropolitan Statistical Area,Central
12083,36100,"Ocala, FL",Metropolitan Statistical Area,Central
24047,36180,"Ocean Pines, MD",Micropolitan Statistical Area,Central
48135,36220,"Odessa, TX",Metropolitan Statistical Area,Central
49011,36260,"Ogden, UT",Metropolitan Statistical Area,Central
49029,36260,"Ogden, UT",Metropolitan Statistical Area,Outlying
49057,36260,"Ogden, UT",Metropolitan Statistical Area,Central
42121,36340,"Oil City, PA",Micropolitan Statistical Area,Central
12093,36380,"Okeechobee, FL",Micropolitan Statistical Area,Central
40017,36420,"Oklahoma City, OK",Metropolitan Statistical Area,Central
40027,36420,"Oklahoma City, OK",Metropolitan Statistical Area,Central
40051,36420,"Oklahoma City, OK",Metropolitan Statistical Area,Outlying
40081,36420,"Oklahoma City, OK",Metropolitan Statistical Area,Outlying
40083,36420,"Oklahoma City, OK",Metropolitan Statistical Area,Central
40087,36420,"Oklahoma City, OK",Metropolitan Statistical Area,Outlying
40109,36420,"Oklahoma City, OK",Metropolitan Statistical Area,Central
36009,36460,"Olean, NY",Micropolitan Statistical Area,Central
53067,36500,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,Central
19085,36540,"Omaha, NE-IA",Metropolitan Statistical Area,Outlying
19129,36540,"Omaha, NE-IA",Metropolitan Statistical Area,Outlying
19155,36540,"Omaha, NE-IA",Metropolitan Statistical Area,Central
31025,36540,"Omaha, NE-IA",Metropolitan Statistical Area,Outlying
31055,36540,"Omaha, NE-IA",Metropolitan Statistical Area,Central
31153,36540,"Omaha, NE-IA",Metropolitan Statistical Area,Central
31155,36540,"Omaha, NE-IA",Metropolitan Statistical Area,Outlying
31177,36540,"Omaha, NE-IA",Metropolitan Statistical Area,Outlying
36077,36580,"Oneonta, NY",Micropolitan Statistical Area,Central
16075,36620,"Ontario, OR-ID",Micropolitan Statistical Area,Central
41045,36620,"Ontario, OR-ID",Micropolitan Statistical Area,Central
22097,36660,"Opelousas, LA",Micropolitan Statistical Area,Central
45075,36700,"Orangeburg, SC",Micropolitan Statistical Area,Central
12069,36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Outlying
12095,36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Central
12097,36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Outlying
12117,36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Central
55139,36780,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,Central
19123,36820,"Oskaloosa, IA",Micropolitan Statistical Area,Central
53001,36830,"Othello, WA",Micropolitan Statistical Area,Central
17011,36837,"Ottawa, IL",Micropolitan Statistical Area,Central
17099,36837,"Ottawa, IL",Micropolitan Statistical Area,Central
17155,36837,"Ottawa, IL",Micropolitan Statistical Area,Outlying
20059,36840,"Ottawa, KS",Micropolitan Statistical Area,Central
19179,36900,"Ottumwa, IA",Micropolitan Statistical Area,Central
27147,36940,"Owatonna, MN",Micropolitan Statistical Area,Central
21059,36980,"Owensboro, KY",Metropolitan Statistical Area,Central
21149,36980,"Owensboro, KY",Metropolitan Statistical Area,Outlying
26155,37020,"Owosso, MI",Micropolitan Statistical Area,Central
28071,37060,"Oxford, MS",Micropolitan Statistical Area,Central
28161,37060,"Oxford, MS",Micropolitan Statistical Area,Outlying
06111,37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,Central
01045,37120,"Ozark, AL",Micropolitan Statistical Area,Central
17127,37140,"Paducah, KY-IL",Metropolitan Statistical Area,Outlying
21007,37140,"Paducah, KY-IL",Metropolitan Statistical Area,Outlying
21039,37140,"Paducah, KY-IL",Metropolitan Statistical Area,Outlying
21139,37140,"Paducah, KY-IL",Metropolitan Statistical Area,Outlying
21145,37140,"Paducah, KY-IL",Metropolitan Statistical Area,Central
32023,37220,"Pahrump, NV",Micropolitan Statistical Area,Central
12107,37260,"Palatka, FL",Micropolitan Statistical Area,Central
48001,37300,"Palestine, TX",Micropolitan Statistical Area,Central
12009,37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Central
48179,37420,"Pampa, TX",Micropolitan Statistical Area,Central
48393,37420,"Pampa, TX",Micropolitan Statistical Area,Outlying
12005,37460,"Panama City-Panama City Beach, FL",Metropolitan Statistical Area,Central
12133,37460,"Panama City-Panama City Beach, FL",Metropolitan Statistical Area,Outlying
05055,37500,"Paragould, AR",Micropolitan Statistical Area,Central
47079,37540,"Paris, TN",Micropolitan Statistical Area,Central
48277,37580,"Paris, TX",Micropolitan Statistical Area,Central
48387,37580,"Paris, TX",Micropolitan Statistical Area,Outlying
54105,37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,Outlying
54107,37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,Central
04007,37740,"Payson, AZ",Micropolitan Statistical Area,Central
19125,37800,"Pella, IA",Micropolitan Statistical Area,Central
12033,37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Central
12113,37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Central
17123,37900,"Peoria, IL",Metropolitan Statistical Area,Outlying
17143,37900,"Peoria, IL",Metropolitan Statistical Area,Central
17175,37900,"Peoria, IL",Metropolitan Statistical Area,Outlying
17179,37900,"Peoria, IL",Metropolitan Statistical Area,Central
17203,37900,"Peoria, IL",Metropolitan Statistical Area,Central
18103,37940,"Peru, IN",Micropolitan Statistical Area,Central
26047,37950,"Petoskey, MI",Micropolitan Statistical Area,Central
34005,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Central
34007,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Central
34015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Central
42017,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Central
42029,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Central
42091,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Central
42045,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Central
42101,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Central
10003,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Central
24015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Central
34033,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Central
04013,38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Central
04021,38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Central
28109,38100,"Picayune, MS",Micropolitan Statistical Area,Central
46065,38180,"Pierre, SD",Micropolitan Statistical Area,Central
46117,38180,"Pierre, SD",Micropolitan Statistical Area,Central
21071,38210,"Pikeville, KY",Micropolitan Statistical Area,Outlying
21195,38210,"Pikeville, KY",Micropolitan Statistical Area,Central
05025,38220,"Pine Bluff, AR",Micropolitan Statistical Area,Outlying
05069,38220,"Pine Bluff, AR",Micropolitan Statistical Area,Central
37125,38240,"Pinehurst-Southern Pines, NC",Metropolitan Statistical Area,Central
20037,38260,"Pittsburg, KS",Micropolitan Statistical Area,Central
42003,38300,"Pittsburgh, PA",Metropolitan Statistical Area,Central
42005,38300,"Pittsburgh, PA",Metropolitan Statistical Area,Outlying
42007,38300,"Pittsburgh, PA",Metropolitan Statistical Area,Central
42019,38300,"Pittsburgh, PA",Metropolitan Statistical Area,Central
42051,38300,"Pittsburgh, PA",Metropolitan Statistical Area,Outlying
42073,38300,"Pittsburgh, PA",Metropolitan Statistical Area,Outlying
42125,38300,"Pittsburgh, PA",Metropolitan Statistical Area,Central
42129,38300,"Pittsburgh, PA",Metropolitan Statistical Area,Central
25003,38340,"Pittsfield, MA",Metropolitan Statistical Area,Central
48153,38380,"Plainview, TX",Micropolitan Statistical Area,Outlying
48189,38380,"Plainview, TX",Micropolitan Statistical Area,Central
55043,38420,"Platteville, WI",Micropolitan Statistical Area,Central
36019,38460,"Plattsburgh, NY",Micropolitan Statistical Area,Central
18099,38500,"Plymouth, IN",Micropolitan Statistical Area,Central
16005,38540,"Pocatello, ID",Metropolitan Statistical Area,Central
40071,38620,"Ponca City, OK",Micropolitan Statistical Area,Central
72059,38660,"Ponce, PR",Metropolitan Statistical Area,Outlying
72075,38660,"Ponce, PR",Metropolitan Statistical Area,Outlying
72111,38660,"Ponce, PR",Metropolitan Statistical Area,Outlying
72113,38660,"Ponce, PR",Metropolitan Statistical Area,Central
72149,38660,"Ponce, PR",Metropolitan Statistical Area,Outlying
72153,38660,"Ponce, PR",Metropolitan Statistical Area,Outlying
17105,38700,"Pontiac, IL",Micropolitan Statistical Area,Central
29023,38740,"Poplar Bluff, MO",Micropolitan Statistical Area,Central
53009,38820,"Port Angeles, WA",Micropolitan Statistical Area,Central
23005,38860,"Portland-South Portland, ME",Metropolitan Statistical Area,Central
23023,38860,"Portland-South Portland, ME",Metropolitan Statistical Area,Outlying
23031,38860,"Portland-South Portland, ME",Metropolitan Statistical Area,Central
41005,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Central
41009,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Outlying
41051,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Central
41067,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Central
41071,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Outlying
53011,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Central
53059,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Outlying
48057,38920,"Port Lavaca, TX",Micropolitan Statistical Area,Central
12085,38940,"Port St. Lucie, FL",Metropolitan Statistical Area,Central
12111,38940,"Port St. Lucie, FL",Metropolitan Statistical Area,Central
39145,39020,"Portsmouth, OH",Micropolitan Statistical Area,Central
53031,39040,"Port Townsend, WA",Micropolitan Statistical Area,Central
42107,39060,"Pottsville, PA",Micropolitan Statistical Area,Central
04025,39150,"Prescott Valley-Prescott, AZ",Metropolitan Statistical Area,Central
49007,39220,"Price, UT",Micropolitan Statistical Area,Central
25005,39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Central
44001,39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Central
44003,39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Central
44005,39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Central
44007,39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Central
44009,39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Central
49023,39340,"Provo-Orem-Lehi, UT",Metropolitan Statistical Area,Outlying
49049,39340,"Provo-Orem-Lehi, UT",Metropolitan Statistical Area,Central
08101,39380,"Pueblo, CO",Metropolitan Statistical Area,Central
53075,39420,"Pullman, WA",Micropolitan Statistical Area,Central
12015,39460,"Punta Gorda, FL",Metropolitan Statistical Area,Central
09150,39480,"Putnam, CT",Micropolitan Statistical Area,Central
17001,39500,"Quincy, IL-MO",Micropolitan Statistical Area,Central
29111,39500,"Quincy, IL-MO",Micropolitan Statistical Area,Outlying
55101,39540,"Racine-Mount Pleasant, WI",Metropolitan Statistical Area,Central
37069,39580,"Raleigh-Cary, NC",Metropolitan Statistical Area,Central
37101,39580,"Raleigh-Cary, NC",Metropolitan Statistical Area,Outlying
37183,39580,"Raleigh-Cary, NC",Metropolitan Statistical Area,Central
46033,39660,"Rapid City, SD",Metropolitan Statistical Area,Outlying
46093,39660,"Rapid City, SD",Metropolitan Statistical Area,Outlying
46103,39660,"Rapid City, SD",Metropolitan Statistical Area,Central
48489,39700,"Raymondville, TX",Micropolitan Statistical Area,Central
42011,39740,"Reading, PA",Metropolitan Statistical Area,Central
06103,39780,"Red Bluff, CA",Micropolitan Statistical Area,Central
06089,39820,"Redding, CA",Metropolitan Statistical Area,Central
27049,39860,"Red Wing, MN",Micropolitan Statistical Area,Central
32019,39900,"Reno, NV",Metropolitan Statistical Area,Outlying
32029,39900,"Reno, NV",Metropolitan Statistical Area,Outlying
32031,39900,"Reno, NV",Metropolitan Statistical Area,Central
16043,39940,"Rexburg, ID",Micropolitan Statistical Area,Outlying
16065,39940,"Rexburg, ID",Micropolitan Statistical Area,Central
55005,39960,"Rice Lake, WI",Micropolitan Statistical Area,Central
18177,39980,"Richmond, IN",Micropolitan Statistical Area,Central
51007,40060,"Richmond, VA",Metropolitan Statistical Area,Outlying
51036,40060,"Richmond, VA",Metropolitan Statistical Area,Outlying
51041,40060,"Richmond, VA",Metropolitan Statistical Area,Central
51053,40060,"Richmond, VA",Metropolitan Statistical Area,Central
51075,40060,"Richmond, VA",Metropolitan Statistical Area,Outlying
51085,40060,"Richmond, VA",Metropolitan Statistical Area,Central
51087,40060,"Richmond, VA",Metropolitan Statistical Area,Central
51097,40060,"Richmond, VA",Metropolitan Statistical Area,Outlying
51101,40060,"Richmond, VA",Metropolitan Statistical Area,Outlying
51127,40060,"Richmond, VA",Metropolitan Statistical Area,Outlying
51145,40060,"Richmond, VA",Metropolitan Statistical Area,Outlying
51149,40060,"Richmond, VA",Metropolitan Statistical Area,Central
51183,40060,"Richmond, VA",Metropolitan Statistical Area,Outlying
51570,40060,"Richmond, VA",Metropolitan Statistical Area,Central
51670,40060,"Richmond, VA",Metropolitan Statistical Area,Central
51730,40060,"Richmond, VA",Metropolitan Statistical Area,Central
51760,40060,"Richmond, VA",Metropolitan Statistical Area,Central
21065,40080,"Richmond-Berea, KY",Micropolitan Statistical Area,Outlying
21151,40080,"Richmond-Berea, KY",Micropolitan Statistical Area,Central
21203,40080,"Richmond-Berea, KY",Micropolitan Statistical Area,Outlying
08045,40090,"Rifle, CO",Micropolitan Statistical Area,Central
08097,40090,"Rifle, CO",Micropolitan Statistical Area,Outlying
48427,40100,"Rio Grande City-Roma, TX",Micropolitan Statistical Area,Central
06065,40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Central
06071,40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Central
56013,40180,"Riverton, WY",Micropolitan Statistical Area,Central
51023,40220,"Roanoke, VA",Metropolitan Statistical Area,Central
51045,40220,"Roanoke, VA",Metropolitan Statistical Area,Outlying
51067,40220,"Roanoke, VA",Metropolitan Statistical Area,Outlying
51161,40220,"Roanoke, VA",Metropolitan Statistical Area,Central
51770,40220,"Roanoke, VA",Metropolitan Statistical Area,Central
51775,40220,"Roanoke, VA",Metropolitan Statistical Area,Central
37083,40260,"Roanoke Rapids, NC",Micropolitan Statistical Area,Central
37131,40260,"Roanoke Rapids, NC",Micropolitan Statistical Area,Outlying
17141,40300,"Rochelle, IL",Micropolitan Statistical Area,Central
27039,40340,"Rochester, MN",Metropolitan Statistical Area,Outlying
27045,40340,"Rochester, MN",Metropolitan Statistical Area,Outlying
27109,40340,"Rochester, MN",Metropolitan Statistical Area,Central
27157,40340,"Rochester, MN",Metropolitan Statistical Area,Outlying
36051,40380,"Rochester, NY",Metropolitan Statistical Area,Outlying
36055,40380,"Rochester, NY",Metropolitan Statistical Area,Central
36069,40380,"Rochester, NY",Metropolitan Statistical Area,Central
36073,40380,"Rochester, NY",Metropolitan Statistical Area,Outlying
36117,40380,"Rochester, NY",Metropolitan Statistical Area,Outlying
17007,40420,"Rockford, IL",Metropolitan Statistical Area,Central
17201,40420,"Rockford, IL",Metropolitan Statistical Area,Central
37153,40460,"Rockingham, NC",Micropolitan Statistical Area,Central
56037,40540,"Rock Springs, WY",Micropolitan Statistical Area,Central
37065,40580,"Rocky Mount, NC",Metropolitan Statistical Area,Central
37127,40580,"Rocky Mount, NC",Metropolitan Statistical Area,Central
29161,40620,"Rolla, MO",Micropolitan Statistical Area,Central
13115,40660,"Rome, GA",Metropolitan Statistical Area,Central
41019,40700,"Roseburg, OR",Micropolitan Statistical Area,Central
35005,40740,"Roswell, NM",Micropolitan Statistical Area,Central
35027,40760,"Ruidoso, NM",Micropolitan Statistical Area,Central
01059,40770,"Russellville, AL",Micropolitan Statistical Area,Central
05115,40780,"Russellville, AR",Micropolitan Statistical Area,Central
05149,40780,"Russellville, AR",Micropolitan Statistical Area,Outlying
22061,40820,"Ruston, LA",Micropolitan Statistical Area,Central
50021,40860,"Rutland, VT",Micropolitan Statistical Area,Central
06017,40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Central
06061,40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Central
06067,40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Central
06113,40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Outlying
04009,40940,"Safford, AZ",Micropolitan Statistical Area,Central
26145,40980,"Saginaw, MI",Metropolitan Statistical Area,Central
27009,41060,"St. Cloud, MN",Metropolitan Statistical Area,Central
